Natureza;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Total;Year;Regiao;Municipio
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Bonito
LESÃO CORPORAL DOLOSA;2;2;1;2;2;3;2;7;7;9;2;5;44;2023;Ribeirão Preto;Ribeirão Bonito
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;1;1;0;0;0;2;2023;Ribeirão Preto;Ribeirão Bonito
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Bonito
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Bonito
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Bonito
TOTAL DE ESTUPRO (4);0;0;0;0;1;0;0;0;0;0;0;0;1;2023;Ribeirão Preto;Ribeirão Bonito
ESTUPRO;0;0;0;0;1;0;0;0;0;0;0;0;1;2023;Ribeirão Preto;Ribeirão Bonito
ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Bonito
TOTAL DE ROUBO - OUTROS (1);0;1;1;0;1;0;0;0;1;0;0;0;4;2023;Ribeirão Preto;Ribeirão Bonito
ROUBO - OUTROS;0;1;1;0;1;0;0;0;1;0;0;0;4;2023;Ribeirão Preto;Ribeirão Bonito
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Bonito
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Bonito
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Bonito
FURTO - OUTROS;2;8;7;5;4;8;6;1;11;6;1;2;61;2023;Ribeirão Preto;Ribeirão Bonito
FURTO DE VEÍCULO;2;1;0;0;0;0;0;1;1;4;0;1;10;2023;Ribeirão Preto;Ribeirão Bonito
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Corrente
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Corrente
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Corrente
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Corrente
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Corrente
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Corrente
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Corrente
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Corrente
LESÃO CORPORAL DOLOSA;0;1;0;3;0;3;0;1;0;0;1;2;11;2023;Ribeirão Preto;Ribeirão Corrente
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;0;1;0;0;1;0;1;1;1;0;5;2023;Ribeirão Preto;Ribeirão Corrente
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Corrente
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Corrente
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Corrente
TOTAL DE ESTUPRO (4);0;1;0;1;0;1;0;0;0;1;0;0;4;2023;Ribeirão Preto;Ribeirão Corrente
ESTUPRO;0;0;0;1;0;1;0;0;0;1;0;0;3;2023;Ribeirão Preto;Ribeirão Corrente
ESTUPRO DE VULNERÁVEL;0;1;0;0;0;0;0;0;0;0;0;0;1;2023;Ribeirão Preto;Ribeirão Corrente
TOTAL DE ROUBO - OUTROS (1);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Corrente
ROUBO - OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Corrente
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;1;0;0;1;2023;Ribeirão Preto;Ribeirão Corrente
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Corrente
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Corrente
FURTO - OUTROS;2;4;8;3;2;4;3;3;2;6;3;2;42;2023;Ribeirão Preto;Ribeirão Corrente
FURTO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Corrente
HOMICÍDIO DOLOSO (2);2;4;3;5;0;3;3;4;4;1;1;2;32;2023;Ribeirão Preto;Ribeirão Preto
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);2;4;4;5;0;4;3;4;4;1;1;2;34;2023;Ribeirão Preto;Ribeirão Preto
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Preto
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Preto
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;4;6;6;4;8;3;3;3;8;6;3;5;59;2023;Ribeirão Preto;Ribeirão Preto
HOMICÍDIO CULPOSO OUTROS;1;0;0;0;0;0;0;0;0;0;0;1;2;2023;Ribeirão Preto;Ribeirão Preto
TENTATIVA DE HOMICÍDIO;1;6;1;2;5;4;5;7;7;3;5;7;53;2023;Ribeirão Preto;Ribeirão Preto
LESÃO CORPORAL SEGUIDA DE MORTE;1;1;0;0;0;1;0;0;0;0;0;0;3;2023;Ribeirão Preto;Ribeirão Preto
LESÃO CORPORAL DOLOSA;165;153;195;170;163;165;179;197;223;213;211;205;2.239;2023;Ribeirão Preto;Ribeirão Preto
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;82;70;111;94;80;108;76;99;109;113;137;127;1.206;2023;Ribeirão Preto;Ribeirão Preto
LESÃO CORPORAL CULPOSA - OUTRAS;3;3;3;0;1;2;2;1;3;3;1;3;25;2023;Ribeirão Preto;Ribeirão Preto
LATROCÍNIO;0;1;1;0;0;0;0;0;0;0;0;1;3;2023;Ribeirão Preto;Ribeirão Preto
Nº DE VÍTIMAS EM LATROCÍNIO;0;1;1;0;0;0;0;0;0;0;0;1;3;2023;Ribeirão Preto;Ribeirão Preto
TOTAL DE ESTUPRO (4);25;11;19;17;15;14;15;14;17;16;13;16;192;2023;Ribeirão Preto;Ribeirão Preto
ESTUPRO;7;4;5;4;2;5;5;3;6;7;4;5;57;2023;Ribeirão Preto;Ribeirão Preto
ESTUPRO DE VULNERÁVEL;18;7;14;13;13;9;10;11;11;9;9;11;135;2023;Ribeirão Preto;Ribeirão Preto
TOTAL DE ROUBO - OUTROS (1);178;213;270;239;238;186;169;144;150;107;128;142;2.164;2023;Ribeirão Preto;Ribeirão Preto
ROUBO - OUTROS;177;209;269;239;237;185;168;143;148;106;127;141;2.149;2023;Ribeirão Preto;Ribeirão Preto
ROUBO DE VEÍCULO;26;34;47;43;32;33;28;41;23;22;38;36;403;2023;Ribeirão Preto;Ribeirão Preto
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Ribeirão Preto
ROUBO DE CARGA;1;4;1;0;1;1;1;1;2;1;1;1;15;2023;Ribeirão Preto;Ribeirão Preto
FURTO - OUTROS;726;803;752;857;846;885;704;972;834;849;785;720;9.733;2023;Ribeirão Preto;Ribeirão Preto
FURTO DE VEÍCULO;117;97;119;100;134;113;114;122;107;107;112;127;1.369;2023;Ribeirão Preto;Ribeirão Preto
HOMICÍDIO DOLOSO (2);0;0;1;0;0;0;0;0;0;0;0;0;1;2023;Ribeirão Preto;Rifaina
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;2;0;0;0;0;0;0;0;0;0;2;2023;Ribeirão Preto;Rifaina
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rifaina
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rifaina
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;3;1;4;2023;Ribeirão Preto;Rifaina
HOMICÍDIO CULPOSO OUTROS;0;0;1;0;0;0;0;0;0;0;0;0;1;2023;Ribeirão Preto;Rifaina
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;1;0;0;0;0;0;1;2023;Ribeirão Preto;Rifaina
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rifaina
LESÃO CORPORAL DOLOSA;3;1;2;0;1;2;1;1;3;4;2;2;22;2023;Ribeirão Preto;Rifaina
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;0;0;1;2;0;0;0;0;1;0;4;2023;Ribeirão Preto;Rifaina
LESÃO CORPORAL CULPOSA - OUTRAS;1;0;0;0;0;0;0;0;0;0;0;0;1;2023;Ribeirão Preto;Rifaina
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rifaina
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rifaina
TOTAL DE ESTUPRO (4);0;0;0;0;0;0;0;1;0;2;0;0;3;2023;Ribeirão Preto;Rifaina
ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rifaina
ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;1;0;2;0;0;3;2023;Ribeirão Preto;Rifaina
TOTAL DE ROUBO - OUTROS (1);0;0;0;0;0;0;1;0;1;0;0;1;3;2023;Ribeirão Preto;Rifaina
ROUBO - OUTROS;0;0;0;0;0;0;1;0;1;0;0;1;3;2023;Ribeirão Preto;Rifaina
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rifaina
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rifaina
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rifaina
FURTO - OUTROS;11;4;6;7;5;6;5;8;11;7;5;5;80;2023;Ribeirão Preto;Rifaina
FURTO DE VEÍCULO;1;1;0;0;0;0;0;1;0;2;0;0;5;2023;Ribeirão Preto;Rifaina
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rincão
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rincão
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rincão
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rincão
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rincão
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rincão
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;1;1;0;1;0;3;2023;Ribeirão Preto;Rincão
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rincão
LESÃO CORPORAL DOLOSA;1;4;3;1;2;1;2;2;6;5;1;0;28;2023;Ribeirão Preto;Rincão
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;1;2;0;0;1;0;1;0;1;0;0;6;2023;Ribeirão Preto;Rincão
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;1;0;0;0;0;0;0;0;0;0;1;2023;Ribeirão Preto;Rincão
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rincão
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rincão
TOTAL DE ESTUPRO (4);0;0;1;0;0;1;0;0;0;1;1;0;4;2023;Ribeirão Preto;Rincão
ESTUPRO;0;0;0;0;0;0;0;0;0;0;1;0;1;2023;Ribeirão Preto;Rincão
ESTUPRO DE VULNERÁVEL;0;0;1;0;0;1;0;0;0;1;0;0;3;2023;Ribeirão Preto;Rincão
TOTAL DE ROUBO - OUTROS (1);2;0;1;1;0;0;3;0;0;1;1;2;11;2023;Ribeirão Preto;Rincão
ROUBO - OUTROS;2;0;1;1;0;0;3;0;0;1;1;2;11;2023;Ribeirão Preto;Rincão
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;1;0;0;0;1;2023;Ribeirão Preto;Rincão
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rincão
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Rincão
FURTO - OUTROS;14;8;9;7;18;19;11;7;9;7;2;5;116;2023;Ribeirão Preto;Rincão
FURTO DE VEÍCULO;0;1;1;0;2;1;0;0;0;0;0;0;5;2023;Ribeirão Preto;Rincão
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Sales Oliveira
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Sales Oliveira
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Sales Oliveira
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Sales Oliveira
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;1;0;0;0;0;0;1;2023;Ribeirão Preto;Sales Oliveira
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Sales Oliveira
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Sales Oliveira
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Sales Oliveira
LESÃO CORPORAL DOLOSA;1;4;2;6;2;2;1;1;0;2;4;4;29;2023;Ribeirão Preto;Sales Oliveira
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;1;0;0;1;1;2;0;0;1;3;9;2023;Ribeirão Preto;Sales Oliveira
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Sales Oliveira
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Sales Oliveira
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Sales Oliveira
TOTAL DE ESTUPRO (4);0;1;0;0;0;1;0;0;0;0;2;0;4;2023;Ribeirão Preto;Sales Oliveira
ESTUPRO;0;1;0;0;0;0;0;0;0;0;1;0;2;2023;Ribeirão Preto;Sales Oliveira
ESTUPRO DE VULNERÁVEL;0;0;0;0;0;1;0;0;0;0;1;0;2;2023;Ribeirão Preto;Sales Oliveira
TOTAL DE ROUBO - OUTROS (1);0;0;1;0;0;1;0;0;0;1;0;1;4;2023;Ribeirão Preto;Sales Oliveira
ROUBO - OUTROS;0;0;1;0;0;1;0;0;0;0;0;0;2;2023;Ribeirão Preto;Sales Oliveira
ROUBO DE VEÍCULO;0;0;1;0;1;1;1;1;0;0;0;2;7;2023;Ribeirão Preto;Sales Oliveira
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Sales Oliveira
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;1;0;1;2;2023;Ribeirão Preto;Sales Oliveira
FURTO - OUTROS;11;8;11;5;12;4;8;2;5;1;5;5;77;2023;Ribeirão Preto;Sales Oliveira
FURTO DE VEÍCULO;0;0;0;0;1;2;0;0;0;0;0;0;3;2023;Ribeirão Preto;Sales Oliveira
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Cruz da Esperança
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Cruz da Esperança
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Cruz da Esperança
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Cruz da Esperança
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;1;0;0;0;0;0;0;0;1;2;2023;Ribeirão Preto;Santa Cruz da Esperança
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Cruz da Esperança
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Cruz da Esperança
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Cruz da Esperança
LESÃO CORPORAL DOLOSA;1;2;1;0;0;0;0;0;0;0;3;0;7;2023;Ribeirão Preto;Santa Cruz da Esperança
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;2;0;1;0;0;0;0;1;0;0;1;0;5;2023;Ribeirão Preto;Santa Cruz da Esperança
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Cruz da Esperança
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Cruz da Esperança
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Cruz da Esperança
TOTAL DE ESTUPRO (4);0;0;0;0;0;0;0;1;0;0;1;0;2;2023;Ribeirão Preto;Santa Cruz da Esperança
ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Cruz da Esperança
ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;1;0;0;1;0;2;2023;Ribeirão Preto;Santa Cruz da Esperança
TOTAL DE ROUBO - OUTROS (1);0;1;0;0;0;0;0;0;0;0;0;0;1;2023;Ribeirão Preto;Santa Cruz da Esperança
ROUBO - OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Cruz da Esperança
ROUBO DE VEÍCULO;0;1;0;0;0;0;0;0;0;0;0;0;1;2023;Ribeirão Preto;Santa Cruz da Esperança
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Cruz da Esperança
ROUBO DE CARGA;0;1;0;0;0;0;0;0;0;0;0;0;1;2023;Ribeirão Preto;Santa Cruz da Esperança
FURTO - OUTROS;1;1;2;1;0;0;1;1;1;0;1;1;10;2023;Ribeirão Preto;Santa Cruz da Esperança
FURTO DE VEÍCULO;0;0;0;0;0;1;0;0;0;0;0;0;1;2023;Ribeirão Preto;Santa Cruz da Esperança
HOMICÍDIO DOLOSO (2);0;0;1;0;0;0;0;0;0;0;0;0;1;2023;Ribeirão Preto;Santa Ernestina
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;1;0;0;0;0;0;0;0;0;0;1;2023;Ribeirão Preto;Santa Ernestina
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Ernestina
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Ernestina
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;1;0;0;1;2;2023;Ribeirão Preto;Santa Ernestina
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Ernestina
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;1;1;2023;Ribeirão Preto;Santa Ernestina
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Ernestina
LESÃO CORPORAL DOLOSA;3;0;0;3;1;0;1;2;0;1;5;0;16;2023;Ribeirão Preto;Santa Ernestina
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;1;0;0;0;1;1;0;0;0;0;0;0;3;2023;Ribeirão Preto;Santa Ernestina
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Ernestina
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Ernestina
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Ernestina
TOTAL DE ESTUPRO (4);1;0;0;0;1;1;0;0;0;0;0;0;3;2023;Ribeirão Preto;Santa Ernestina
ESTUPRO;0;0;0;0;1;1;0;0;0;0;0;0;2;2023;Ribeirão Preto;Santa Ernestina
ESTUPRO DE VULNERÁVEL;1;0;0;0;0;0;0;0;0;0;0;0;1;2023;Ribeirão Preto;Santa Ernestina
TOTAL DE ROUBO - OUTROS (1);0;0;1;1;0;0;0;1;0;1;2;0;6;2023;Ribeirão Preto;Santa Ernestina
ROUBO - OUTROS;0;0;1;1;0;0;0;1;0;1;2;0;6;2023;Ribeirão Preto;Santa Ernestina
ROUBO DE VEÍCULO;0;1;1;3;1;0;1;1;0;2;0;0;10;2023;Ribeirão Preto;Santa Ernestina
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Ernestina
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Ernestina
FURTO - OUTROS;5;8;8;3;1;7;4;1;1;5;2;4;49;2023;Ribeirão Preto;Santa Ernestina
FURTO DE VEÍCULO;2;0;2;1;2;1;0;1;0;2;1;0;12;2023;Ribeirão Preto;Santa Ernestina
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Lúcia
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Lúcia
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Lúcia
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Lúcia
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;1;0;1;2023;Ribeirão Preto;Santa Lúcia
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Lúcia
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Lúcia
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Lúcia
LESÃO CORPORAL DOLOSA;0;1;0;4;2;4;3;1;3;2;0;3;23;2023;Ribeirão Preto;Santa Lúcia
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;1;0;0;1;1;1;1;1;1;0;1;1;9;2023;Ribeirão Preto;Santa Lúcia
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Lúcia
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Lúcia
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Lúcia
TOTAL DE ESTUPRO (4);0;2;1;1;1;0;0;0;0;0;0;0;5;2023;Ribeirão Preto;Santa Lúcia
ESTUPRO;0;1;0;0;0;0;0;0;0;0;0;0;1;2023;Ribeirão Preto;Santa Lúcia
ESTUPRO DE VULNERÁVEL;0;1;1;1;1;0;0;0;0;0;0;0;4;2023;Ribeirão Preto;Santa Lúcia
TOTAL DE ROUBO - OUTROS (1);0;0;1;0;1;0;0;0;2;0;0;1;5;2023;Ribeirão Preto;Santa Lúcia
ROUBO - OUTROS;0;0;0;0;1;0;0;0;2;0;0;1;4;2023;Ribeirão Preto;Santa Lúcia
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Lúcia
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Lúcia
ROUBO DE CARGA;0;0;1;0;0;0;0;0;0;0;0;0;1;2023;Ribeirão Preto;Santa Lúcia
FURTO - OUTROS;3;4;8;8;4;1;2;2;1;9;11;3;56;2023;Ribeirão Preto;Santa Lúcia
FURTO DE VEÍCULO;1;0;2;2;0;0;0;0;0;0;0;0;5;2023;Ribeirão Preto;Santa Lúcia
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Ribeirão Preto;Santa Rita do Passa Quatro
